A4A;Intitulé;Adresse;Nombre d'UC;Famille produit;Zone;Equipementier;R+H1:I9505ef équipementier;Machine;fournisseur;Ref Fournisseur;Stock minimum;Stock alerte;No lot;Date d'entrée
TTH_J36;Holder (Peigne) ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-F3-B836401 ;DNS SU 3100;SCREEN;6-F3-B836401 ;1;1;05/10/2018;  /  /    
TTH_J37;Tube PFA 8-258 ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-F4-B3679 ;DNS SU 3100;SCREEN;6-F4-B3679 ;1;1;05/10/2018;  /  /    
TTH_J38;Tube PFA 8-290;BAT 41B02E1;3;pieces detachees;TTH / Chimie;SCREEN;6-F4-B807401 ;DNS SU 3100;SCREEN;6-F4-B807401 ;1;1;05/10/2018;  /  /    
TTH_J39;Tube PFA 8-206;BAT 41B02E1;3;pieces detachees;TTH / Chimie;SCREEN;6-F4-B3678 ;DNS SU 3100;SCREEN;6-F4-B3678 ;1;1;05/10/2018;  /  /    
TTH_J40;Fixed Metal 2 ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-F4-01437 ;DNS SU 3100;SCREEN;6-F4-01437 ;1;1;05/10/2018;  /  /    
TTH_J41;Fixed Metal ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;4-F4-F0286 ;DNS SU 3100;SCREEN;4-F4-F0286 ;1;1;05/10/2018;  /  /    
TTH_J42;Sensor Cover ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-F3-B4108 ;DNS SU 3100;SCREEN;6-F3-B4108 ;1;1;05/10/2018;  /  /    
TTH_J44;Bolt PVDF (M4-15L) ;BAT 41B02E1;2;pieces detachees;TTH / Chimie;SCREEN;6-F4-06857 ;DNS SU 3100;SCREEN;6-F4-06857 ;1;1;05/10/2018;  /  /    
TTH_J45;Bolt PVDF (M4-20L) ;BAT 41B02E1;10;pieces detachees;TTH / Chimie;SCREEN;6-F4-06920 ;DNS SU 3100;SCREEN;6-F4-06920 ;2;2;05/10/2018;  /  /    
TTH_J46;Hexagon Head bolt PVDF M6-10 ;BAT 41B02E1;4;pieces detachees;TTH / Chimie;SCREEN;6-39-01094 ;DNS SU 3100;SCREEN;6-39-01094 ;1;1;05/10/2018;  /  /    
TTH_J47;Hexagon Head bolt PVDF M6-20 ;BAT 41B02E1;2;pieces detachees;TTH / Chimie;SCREEN;6-39-01090 ;DNS SU 3100;SCREEN;6-39-01090 ;1;1;05/10/2018;  /  /    
TTH_J48;Hexagon Head bolt PVDF M6-25 ;BAT 41B02E1;13;pieces detachees;TTH / Chimie;SCREEN;6-39-01091 ;DNS SU 3100;SCREEN;6-39-01091 ;2;2;05/10/2018;  /  /    
TTH_J49;PVDF Washer ;BAT 41B02E1;13;pieces detachees;TTH / Chimie;SCREEN;6-39-01093 ;DNS SU 3100;SCREEN;6-39-01093 ;2;2;05/10/2018;  /  /    
TTH_J50;Special Sleeve ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-39-02626 ;DNS SU 3100;SCREEN;6-39-02626 ;1;1;05/10/2018;  /  /    
TTH_J51;C1 Type Union Elbow ;BAT 41B02E1;3;pieces detachees;TTH / Chimie;SCREEN;7-39-01811 ;DNS SU 3100;SCREEN;7-39-01811 ;1;1;05/10/2018;  /  /    
TTH_J52;Union Elbow ;BAT 41B02E1;4;pieces detachees;TTH / Chimie;SCREEN;6-39-01514 ;DNS SU 3100;SCREEN;6-39-01514 ;1;1;05/10/2018;  /  /    
TTH_J53;Male connector ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;0-39-01774 ;DNS SU 3100;SCREEN;0-39-01774 ;1;1;05/10/2018;  /  /    
TTH_J54;Feedthrough Connector ;BAT 41B02E1;7;pieces detachees;TTH / Chimie;SCREEN;0-39-01778 ;DNS SU 3100;SCREEN;0-39-01778 ;2;2;05/10/2018;  /  /    
TTH_J55;O'Ring G100-FKM ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;7-39-74536 ;DNS SU 3100;SCREEN;7-39-74536 ;1;1;05/10/2018;  /  /    
TTH_J56;O'Ring P140-FKM ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;7-39-77797 ;DNS SU 3100;SCREEN;7-39-77797 ;1;1;05/10/2018;  /  /    
TTH_J57;Tube PFA 4 x 3 ;BAT 41B02E1;2;pieces detachees;TTH / Chimie;SCREEN;7-39-20274 ;DNS SU 3100;SCREEN;7-39-20274 ;1;1;05/10/2018;  /  /    
TTH_J58;Tube for Shield Plate 6 x 4 ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-F4-F2060 ;DNS SU 3100;SCREEN;6-F4-F2060 ;1;1;05/10/2018;  /  /    
TTH_J59;Tube Suppression ;BAT 41B02E1;3;pieces detachees;TTH / Chimie;SCREEN;6-F4-F1414 ;DNS SU 3100;SCREEN;6-F4-F1414 ;1;1;05/10/2018;  /  /    
TTH_J60;Plate PVC ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-F4-F1415 ;DNS SU 3100;SCREEN;6-F4-F1415 ;1;1;05/10/2018;  /  /    
TTH_J61;Bellow Cover PVC ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-F3-F3947 ;DNS SU 3100;SCREEN;6-F3-F3947 ;1;1;05/10/2018;  /  /    
TTH_J62;Bellow Cover PVC ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;6-F3-F1574 ;DNS SU 3100;SCREEN;6-F3-F1574 ;1;1;05/10/2018;  /  /    
TTH_J63;Bellow PTFE ;BAT 41B02E1;1;pieces detachees;TTH / Chimie;SCREEN;3-F3-F0197 ;DNS SU 3100;SCREEN;3-F3-F0197 ;1;1;05/10/2018;  /  /    
TTH_J64;Jauge pression ;BAT 41A04G1;1;pieces detachees;TTH / Chimie;JIPELEC;DNM2010113;JIPELEC 4;JIPELEC;PMP 5074-TA-A1-CA-HO-PA ;1;1;11/10/2018;  /  /    
TTH_J65;0020-79222 Seal diaphragm Titan Head - Cubit ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;;0020-79222 ;MIRRA (Tous modèles);;;2;2;16/10/2018;  /  /    
TTH_J67;RETAINING RING PPS - Cubit ;BAT 41O02D1;1;pieces detachees;TTH / Chimie;;0041-05327 ;MIRRA (Tous modèles);;;1;1;16/10/2018;  /  /    
TTH_J68;Membrane 002075120S - MOS ;BAT 41O02D1;7;pieces detachees;TTH / Chimie;;0020-75129 ;MIRRA (Tous modèles);;;2;2;16/10/2018;  /  /    
TTH_J69;Agrafe Peek 45,9 x 20 x 13,5 ;BAT 41K04A1;16;pieces detachees;TTH / Chimie;;;P120;USI-PLAST;Agrafe Peek ;7;7;17/10/2018;  /  /    
TTH_J70;Ecrou papillon Peek 30 x 13 x 15 mm ;BAT 41K04A2;16;pieces detachees;TTH / Chimie;;;P120;USI-PLAST;Ecrou peek ;7;7;17/10/2018;  /  /    
TTH_J71;Axe Peek 6 x 36,5 mm-M4 ;BAT 41K04B1;20;pieces detachees;TTH / Chimie;;;P120;USI-PLAST;Axe Peek ;7;7;17/10/2018;  /  /    
TTH_J72;Vanne inox pneumatique NC ;BAT 41K04B2;2;pieces detachees;TTH / Chimie;SWAGELOK;SS-6BK-1C ;SSEC 3306;SWAGELOK;SS-6BK-1C ;1;1;17/10/2018;  /  /    
TTH_J73;Interlock de porte ;BAT 41K04C1;1;pieces detachees;TTH / Chimie;;SS-6BK-1C ;Okamoto (toutes) ;RADIOSPARE;746-7283 ;0;0;17/10/2018;  /  /    
TTH_J74;Fusible four ex-torche ;BAT 41K04C2;19;pieces detachees;TTH / Chimie;RADIOSPARE;377-0392 ;TEMPRESS BHT;;;1;1;17/10/2018;  /  /    
TTH_J75;Thermocouple injecteur ex-torche ;BAT 41K04D1;4;pieces detachees;TTH / Chimie;TEMPRESS;;TEMPRESS BHT;;;1;1;17/10/2018;  /  /    
TTH_J76;Joint portoirs P120, 209,14 x 3,53 ;BAT 41K04D2;6;pieces detachees;TTH / Chimie;UCP;;PAILLASSE;JAMES;0401B440F1217;2;2;17/10/2018;  /  /    
TTH_J77;Joint portoirs P120, 177,39 x 3,53 ;BAT 41K04E1;6;pieces detachees;TTH / Chimie;UCP;;PAILLASSE;JAMES;0401B440F2920 ;2;2;17/10/2018;  /  /    
TTH_J78;Joint portoirs P120, 190,10 x 3,53 ;BAT 41K04E2;6;pieces detachees;TTH / Chimie;UCP;;PAILLASSE;JAMES;0401B440F2877 ;2;2;17/10/2018;  /  /    
TTH_J79;Alim PC Robot Raider, 12V, 10A ;BAT 41K04F1;1;pieces detachees;TTH / Chimie;AMAT;;RAIDER (TOUTES);RADIOSPARE;144-0990 ;1;1;17/10/2018;  /  /    
TTH_J80;cordon électrique rouge ;BAT 41K04F2;6;pieces detachees;TTH / Chimie;RADIOSPARE;884-8951 ;P120;;;1;1;17/10/2018;  /  /    
TTH_J81;cordon électrique coudé ;BAT 41K04G1;6;pieces detachees;TTH / Chimie;RADIOSPARE;884-8942 ;P120;;;1;1;17/10/2018;  /  /    
TTH_J82;Capteur de position vérin robot ;BAT 41K04G2;2;pieces detachees;TTH / Chimie;AP-S;884-8942 ;SPIN SCRUB1;RADIOSPARE;826-2073 ;1;1;19/10/2018;  /  /    
TTH_J83;Diaphragm Pad Cond DDF3 - Cubit ;BAT 41O02D1;6;pieces detachees;TTH / Chimie;AMAT;0020-79918 ;MIRRA (Tous modèles);;;1;1;24/10/2018;  /  /    
TTH_J84;Rondelle Delrin 156X156 Ep 9.3 MM ;BAT 41O03E1;2;pieces detachees;TTH / Chimie;ALPSITEC;UPRP15615631202 ;M460A;;;0;0;24/10/2018;  /  /    
TTH_J85;Feutrine carré pour Photovoltaïque ;BAT 41O03E1;8;pieces detachees;TTH / Chimie;ALPSITEC;ZDF200.156X156-117CC;M460A;;;0;0;24/10/2018;  /  /    
TTH_J86;Feutrine carré pour Photovoltaïque ;BAT 41O03E1;8;pieces detachees;TTH / Chimie;ALPSITEC;ZDF200.125X125-77CC ;M460A;;;0;0;24/10/2018;  /  /    
TTH_J87;Feutrine carré pour Photovoltaïque ;BAT 41O03E1;10;pieces detachees;TTH / Chimie;ALPSITEC;ZDF200.156X156-117CD;M460A;;;0;0;24/10/2018;  /  /    
TTH_J88;Feutrine carré pour Photovoltaïque ;BAT 41O03E1;4;pieces detachees;TTH / Chimie;ALPSITEC;ZDF200.125X125-77CD ;M460A;;;0;0;24/10/2018;  /  /    
TTH_J89;POMPE AP50FM;BAT 41E02C1;1;pieces detachees;TTH / Chimie;SEMITOOL;;RAIDER (TOUTES);STI;WHIAP50FM-AASS-ACHA;1;1;12/11/2018;  /  /    
TTH_J90;SUPPORT PAD MEMBRANE - 186 mm - CUBIT ;BAT 41O02F1;8;pieces detachees;TTH / Chimie;AMAT;0021-77673 ;MIRRA (Tous modèles);;;1;1;22/11/2018;  /  /    
TTH_J91;Ventilateurs pour Rack Fan 115V 119x119x38 mm ;BAT 41O03E1;3;pieces detachees;TTH / Chimie;RADIOSPARE;825-6642 ;;;;1;1;22/11/2018;  /  /    
TTH_J92;Vis de fixation poulie pad cond - ;BAT 41O01G1;50;pieces detachees;TTH / Chimie;AMAT;3690-01354 ;MIRRA (Tous modèles);;;0;0;22/11/2018;  /  /    
TTH_J93;Vis Pad Cond ;BAT 41O01E1;50;pieces detachees;TTH / Chimie;AMAT;3690-01170 ;PRIME;;;0;0;22/11/2018;  /  /    
TTH_J94;Electrovanne 24 VDC 2W ;BAT 41Q09B2;2;pieces detachees;TTH / Chimie;AMAT;1240-01007 ;AAA - COMMUN;SMC;VK3140Y-500-X18 ;0;0;26/11/2018;  /  /    
TTH_J95;Focus ring 8 IN, STP CHMBR ;BAT 41R08C1;1;pieces detachees;Gravure;LAM RESEARCH;716-460216-002;LAM 9600B;;;0;0;26/11/2018;  /  /    
TTH_J96;uNIFORMITY RING ;BAT 41R08B1;1;pieces detachees;Gravure;LAM RESEARCH;716-331051-103;;;;0;0;26/11/2018;  /  /    
TTH_J97;Capteur niveau bac Megasonic ;BAT 41O01E1;1;pieces detachees;TTH / Chimie;AMAT;0090-05373 ;PRIME;IFM;KG5067 ;0;0;03/12/2018;  /  /    
TTH_J98;Capteur niveau bac Megasonic ;BAT 41O01E1;1;pieces detachees;TTH / Chimie;AMAT;0090-05374 ;PRIME;IFM;KG5067 ;0;0;03/12/2018;  /  /    
TTH_J99;Capteur niveau bac Megasonic ;BAT 41O01E1;2;pieces detachees;TTH / Chimie;AMAT;0090-05372 ;PRIME;IFM;KG5069 ;0;0;03/12/2018;  /  /    
TTH_K00;Capteur Photo electrique ;BAT 41O01E1;4;pieces detachees;TTH / Chimie;AMAT;0090-05331 ;PRIME;OMRON;E3Z-T61-D ;1;1;03/12/2018;  /  /    
TTH_K01;Flow Switch BAC Megasonic ;BAT 41O01E1;2;pieces detachees;TTH / Chimie;AMAT;;PRIME;SMC;LVQ41-Z13R ;1;1;03/12/2018;  /  /    
TTH_K02;Moteur Roller bac Megasonic ;BAT 41O01E1;2;pieces detachees;TTH / Chimie;AMAT;0190-30259-02 ;PRIME;;;1;1;03/12/2018;  /  /    
TTH_K03;Assembly ouverture porte bac Megasonic ;BAT 41O01E1;1;pieces detachees;TTH / Chimie;AMAT;0041-12521 ;PRIME;;;1;1;03/12/2018;  /  /    
TTH_K04;Sonde PT 100 pour équipement P 42 ;BAT 41A02C2;1;pieces detachees;TTH / Chimie;;STD-ELEC0001-A ;PAILLASSE;;;1;1;03/12/2018;  /  /    
TTH_K05;OPTICAL LIGHT GUIDE LENS ;BAT 41C01B4;1;pieces detachees;TTH / Chimie;LAM RESEARCH;2001240-00 ;SEZ(TOUTE);OMRON;E39-F1 ;1;1;03/12/2018;  /  /    
TTH_K06;capteur sécurité porte ;BAT 41C04D1;1;pieces detachees;TTH / Chimie;;EX-BNS ;AAA - COMMUN;SCHMERSAL;EX-BNS ;0;0;03/12/2018;  /  /    
TTH_K07;FIBER OPTIC E32-TC200 ;BAT 41C04E2;1;pieces detachees;TTH / Chimie;LAM RESEARCH;2001237-00 ;;;;1;1;03/12/2018;  /  /    
TTH_K08;PWBA DOOR CLOSED SENSING;BAT 41B03E1;1;pieces detachees;TTH / Chimie;ASM;2844133-21;VT412A;;;;;;
TTH_K09;Flow Switch bac Megasonic ;BAT 41O01E1;1;pieces detachees;TTH / Chimie;AMAT;0150-19947 Rev 03 ;PRIME;SMC;PF2A711-N03-27 ;1;1;03/12/2018;  /  /    
TTH_K10;Four ex-torche ;BAT 41B03E1;1;pieces detachees;TTH / Chimie;ASM;OTS500 ;VT412A;AET;2912414-01;0;0;04/12/2018;  /  /    
TTH_K11;Distributeur de pompe AP100 ;BAT 41E02E1;1;pieces detachees;TTH / Chimie;SEMITOOL;;RAIDER SIPO1;STI;WHICT10-250 ;1;1;11/12/2018;  /  /    
TTH_K12;Lenze frequency inverter ;BAT 41B04F1;1;pieces detachees;TTH / Chimie;ASM;33.8201-E ;VT400 (Tous modèles);;;1;1;14/12/2018;  /  /    
TTH_K13;Clavier AZERTY PS2 ;B2C;2;pieces detachees;TTH / Chimie;ALPSITEC;Clavier AZERTY PS2 ;M550 (Tous modèles);;;0;0;14/12/2018;  /  /    
TTH_K14;Dry Gas Seal (Eagle Seal) ;BAT 41E04A1;0;pieces detachees;TTH / Chimie;SCREEN;6-39-13719 ;DNS SU 3100;SCREEN;6-39-13719 ;1;1;17/12/2018;  /  /    
TTH_K15;Raccord pneumatique pompe à vide KNF N035.2 ANE;BAT 41O03C1;2;pieces detachees;TTH / Chimie;ALPSITEC;;M550 (Tous modèles);Radiospare;182-4841;;;;
TTH_K16;MEMBRAN-VAKUUMPUMPE ;BAT 41D01C1;1;pieces detachees;TTH / Chimie;ELNIK SYSTEMS;MD4 C;;;;;;;
TTH_K17;MOTEUR ROBOT PAILLASSE HPE;BAT 41A02A1;1;pieces detachees;TTH / Chimie;REXROTH;MSK040C-0600-NN-M1-UG1-NNNN;PAILLASSE;;;;;;
TTH_K18;"PROCESS CHAMBER 8"" v 7,1";BAT 41D02A1;1;pieces detachees;TTH / Chimie;LAM;2010926-00;SEZ 203A;;;;;;
TTH_K19;MOTEUR POUR FORTREND 5618M-06FT;BAT 41A01D2;1;pieces detachees;TTH / Chimie;SUBMICRON SYS;72895-3;SMS;;;;;11/02/2019;
TTH_K20;Black Box - Emulateur clavier PS2;41O01G1;0;pieces detachees;;PRAXAIR;333-AC245A-SUR;EBARA1;;;;;;
TTH_K21;SUPPORT PAD MEMBRANE - 192mm - CUBIT;BAT 41O02F1;8;pieces detachees;TTH / Chimie;;0020-79323;MIRRA (Tous modèles);CUBIT;0020-79323;2;2;;
TTH_K22;PROCESS PUMP SMC;BAT41C02A1;2;pieces detachees;TTH / Chimie;SMC;PA3313-N03;RAIDER (TOUTES);AMAT;70900-24;1;1;;
TTH_K23;RACCORD TOURNANT GAUTIER 3S76667-KVR;BAT41B04A1;1;pieces detachees;TTH / Chimie;ASM;830112243;VT400 (Tous modèles);DUFF-NORTON;3S7667K;1;;;
TTH_K24;QUARTZ,SOFT BACKFILL;BAT41A04A1;3;pieces detachees;TTH / Chimie;TEL;DS3805-320013-13;TEL FORM1;;;;;;
TTH_K25;RETAINER RING TITAN;BAT41O01E1;7;pieces detachees;TTH / Chimie;S3-ALLIANC;WBS0076;MIRRA (Tous modèles);;;;;;
TTH_K26;"CHUCK 8""";BAT41E01D1;1;pieces detachees;TTH / Chimie;LAM RESEARCH;853-111307-001;SEZ(TOUTE);;;;;;
TTH_K27;ECRAN LATERAL TYPE 7592;BAT41C02E1;2;pieces detachees;TTH / Chimie;IBM;;VT400 (Tous modèles);;;;;;
TTH_K28;ELECTROVANNE 110V BURKERT OZONEUR;BAT41K03N2;1;pieces detachees;TTH / Chimie;;;RAIDER (TOUTES);;;;;;
TTH_K29;COFFRET DE CONTROL PROTOCOL-4 (POUR PIECES);BAT41K02J2;1;pieces detachees;TTH / Chimie;;;ETUVE 101;;;;;;
TTH_K30;TEMPERATURE CONTROL PANEL;BAT41B04B1;1;pieces detachees;TTH / Chimie;ASM;ASM EUROPE TCP/TCU;VT400 (Tous modèles);;;;;;
TUB_01;TUBE PFA 1/16 X 1/8 ROULEAU 15 M;BAT 41E06D1;2;pieces detachees;TTH / Chimie;TEL;105-0125031-XXXXXX;PAILLASSE;TELTEC;105-0125031-XXXXXX;1;1;25/05/2018;  /  /    
TUB_02;TUBE PFA 1/4;BAT 41E06D1;1;pieces detachees;TTH / Chimie;TEL;105-0250047-XXXXXX;PAILLASSE;TELTEC;105-0250047-XXXXXX;1;1;25/05/2018;  /  /    
TUB_03;TUBE PFA 3/8;BAT 41E06D1;3;pieces detachees;TTH / Chimie;TEL;105-0375062-XXXXXX;PAILLASSE;TELTEC;105-0375062-XXXXXX;1;1;19/07/2013;  /  /    
TUB_04;TUBE PFA 1/2;BAT 41E06D1;2;pieces detachees;TTH / Chimie;TEL;105-0500062-XXXXXX;PAILLASSE;TELTEC;105-0500062-XXXXXX;1;1;27/09/2016;  /  /    
TUB_05;Tubing Nylon 3/8 x .050 WALL ;BAT 41Q04E1;16;pieces detachees;Gravure;LAM RESEARCH;955-090754-002 ;LAM 9600B;;;1;1;22/04/2013;  /  /    
TUB_06;Tube PFA 3/4'' rouleau 25m ;BAT 41E06E1;1;pieces detachees;TTH / Chimie;;;PAILLASSE;TELTEC;105-0750062;1;1;12/06/2018;  /  /    
TUB_07;Tube PFA 2 x 4 mm (rouleau 33 m) ;BAT 41E06D1;2;pieces detachees;TTH / Chimie;;205-0400100-NT100 ;PAILLASSE;TELTEC;205-0400100-NT100 ;1;1;27/09/2016;  /  /    
TUB_A01;TUBE PU CALIBRE BLEU 5,5X8 25M;C3C;1;pieces detachees;TTH / Chimie;;;;;;0;0;08/11/2017;  /  /    
TUB_A03;TUBE PU CALIBRE VERT 5,5X8 25M;C3C;1;pieces detachees;TTH / Chimie;AAA - Non définie;;AD 100A;;;0;0;08/11/2017;  /  /    
TUB_A04;TUBE PU CALIBRE ROUGE 5,5X8 25M;C3C;1;pieces detachees;TTH / Chimie;;;;;;0;0;08/11/2017;  /  /    
TUB_A09;TUYAU MASTERFLEX 06402-24;BAT 41O02G1;1;pieces detachees;TTH / Chimie;ALPSITEC;;M550 (Tous modèles);SODIPRO;0100-01793;0;0;30/01/2015;  /  /    
TUB_A11;Tubing polyurethane 4x2.5mm double - ZA Slit valve;BAT 41Q03C1;1;pieces detachees;Gravure;AMAT;3860-01376;P5000 (Tous modèles);;;0;0;11/03/2016;  /  /    
TUB_A15;Tube POLYAMIDE 10/12 ROUGE ;C4E;4;pieces detachees;Depot;ALLIANCE CONCEPT;Tube POLYAMIDE;AC CT200A;LEGRIS;Tube POLYAMIDE 10/12 ROUGE;0;0;08/11/2017;  /  /    
TUB_A18;tube teflon 6mm ;BAT 41I04B1;1;pieces detachees;Litho;SICONNEX;;SICONNEX 1;;;5;5;02/07/2013;  /  /    
TUB_A19;TUYAU PFA (TUBE 1/80D X 0.30 wall);BAT 41C02F3;1;pieces detachees;TTH / Chimie;SEMITOOL;72041-03;RAIDER (TOUTES);;;1;1;22/07/2013;  /  /    
TUB_A20;Tube PVC renforcé 1/2'' pour douchette ;BAT 41E06B1;5;pieces detachees;TTH / Chimie;;;PAILLASSE;ENTEGRIS;221-02 ;2;2;09/04/2015;  /  /    
TUB_B02;Tube nylon 6*4mm 100m black ;BAT 41O02C1;2;pieces detachees;TTH / Chimie;EBARA;C-2010-181-0001 ;EBARA1;;;0;0;25/07/2013;  /  /    
TUB_B04;tuyau souple PVC;BAT 41E06A1;1;pieces detachees;TTH / Chimie;AAA - Non définie;*;AAA - COMMUN;TEL;017-002019-1;0;0;24/09/2013;  /  /    
TUB_B05;TUYAU POLYRETHANE 10X7.5;BAT 41Q04D1;1;pieces detachees;TTH / Chimie;;774-7068;AAA - COMMUN;RADIOSPARE;774-7068;1;0;08/02/2018;  /  /    
TUB_B06;TUYAU POLYRETHANE 8x5;BAT 41Q04D1;1;pieces detachees;TTH / Chimie;;774-7046;AAA - COMMUN;RADIOSPARE;774-7046;1;0;08/02/2018;  /  /    
TUB_B07;TUYAU POLYRETHANE 4x6;BAT 41Q04D1;1;pieces detachees;TTH / Chimie;;774-7012;AAA - COMMUN;RADIOSPARE;774-7012;1;0;08/02/2018;  /  /    
TUB_B08;TUYAU POLYRETHANE 4x2.5;BAT 41Q04D1;1;pieces detachees;TTH / Chimie;;774-6996;AAA - COMMUN;RADIOSPARE;774-6996;1;0;08/02/2018;  /  /    
TUY_001;exhaust pipe ;BAT 41H03D1;1;pieces detachees;Litho;;23965072;;DNS;23965072;0;0;12/10/2017;  /  /    
VAN_002;VANNE 4,8 ML,SS;BAT 41K01M1;1;pieces detachees;Litho;CANON;;AAA - Non définie;;;0;0;07/03/2012;  /  /    
VAN_003;"Vanne 1/2 tour 3 voies 1/4 pour canister """;BAT 41I04E4;2;pieces detachees;Litho;;;SICONNEX 1;SWAGELOK;SS-43GXF4;2;2;24/04/2014;  /  /    
VAN_009;VANNE PNEUMATIQUE;BAT 41Q06E1;1;pieces detachees;Gravure;TEL;012-004827-1;TEL UNITY1;;;0;1;27/12/2010;  /  /    
VAN_010;VANNE PNEUMATIQUE;BAT 41Q06E1;1;pieces detachees;Gravure;TEL;012-004826-1;TEL UNITY1;;;0;1;27/12/2010;  /  /    
VAN_011;VANNE PNEUMATIQUE VAT DN40 V37;BAT 41Q06E1;1;pieces detachees;Gravure;TEL;*;TEL UNITY1;VAT;26332-KA71-0001/322;0;1;15/11/2017;  /  /    
VAN_012;VANNE PNEUMATIQUE FEMMELLE FEMMELLE 1/4;BAT 41Q06E1;1;pieces detachees;Gravure;TEL;012-000158-1;TEL UNITY1;;;0;1;27/12/2010;  /  /    
VAN_013R;VANNE D'ISOLEMENT (GATE VALVE) + KIT DE PORTE;BAT 41Q06F1;1;pieces detachees;Gravure;TEL;9801-15-6024-02;TEL UNITY1;;;0;1;27/12/2010;  /  /    
VAN_014;Vanne pneumatique 6.35 ;BAT 41R02D2;1;pieces detachees;Gravure;SHIBAURA;;;FUJIKIN;FPR-91-6.35;0;0;17/04/2013;  /  /    
VAN_015R;THROTTLE VALVE - VANNE DE REGULATION DE PRESS;BAT 41R00C3;1;pieces detachees;Gravure;GASONICS;*;IPC (Tous modèles);MKS;253B-11020;0;0;08/11/2018;  /  /    
VAN_016;DOOR SLIT VALVE DPS2;BAT 41Q02E4;1;pieces detachees;Gravure;AMAT;0040-41703;CENT AP1;;;0;1;08/09/2011;  /  /    
VAN_017;VANNE BLOCK VALVE;BAT 41Q06F1;1;pieces detachees;Gravure;TEL;1D10-402526-11;TEL UNITY1;;;0;1;27/12/2010;  /  /    
VAN_019;VANNE METHANE;BAT 41R07B1;1;pieces detachees;Gravure;LAM RESEARCH;426-00099-000;LAM 9400B;LANOX;ND;0;0;27/12/2010;  /  /    
VAN_020;VANNE MANU 2200PSI 152BAR DIAM13;BAT 41R07B1;2;pieces detachees;Gravure;LAM RESEARCH;*;LAM (Tous modèles);WHITEY;SS-L63TF8;0;0;27/12/2010;  /  /    
VAN_021;VANNE POUR POMPE TURBO;BAT 41Q03D2;1;pieces detachees;Gravure;AMAT;1345448;P5000A;ALCATEL;ND;0;0;27/12/2010;  /  /    
VAN_035;'VANNE LOADLOCK LAM 9400A / LAM 9600A;BAT 41R04B1;1;pieces detachees;Gravure;LAM RESEARCH;839-13521-001;LAM 9400A;;;0;0;27/12/2010;  /  /    
VAN_036;PLATEAU VANNE VAT;BAT 41R05F1;1;pieces detachees;Gravure;LAM RESEARCH;*;LAM (Tous modèles);VAT;89094R1;0;0;27/12/2010;  /  /    
VAN_037;VANNE POUR LAM;D2C;1;pieces detachees;Gravure;LAM RESEARCH;*;LAM (Tous modèles);VAT;ND;0;0;08/11/2017;  /  /    
VAN_039R;1/4 VCR F-MICRO;BAT 41P01D2;1;pieces detachees;Gravure;LAM RESEARCH;WG2FT1RR2;LAM VERSYS1;MYKROLIS;ND;0;1;27/12/2010;  /  /    
VAN_040;Vanne equerre SMC ;BAT 41R07D1;1;pieces detachees;Gravure;;;LAM 9400A;SMC;XLA-40H3-F7;0;0;31/03/2014;  /  /    
VAN_F02;Vanne manuelle 1/4 tour 1/2'' Flare ;BAT 41A02C4;3;pieces detachees;TTH / Chimie;;;PAILLASSE;TELTEC;MV-1-6618 ;2;2;23/01/2014;  /  /    
VAN_F17;VANNE ISO DN40 90° GROS MODELE;BAT 41Z08C1;1;pieces detachees;Depot;;;AAA - COMMUN;;;0;0;10/02/2014;  /  /    
VAN_F18;VANNE MANUELLE 1/4 FEMELLE-FEMELLE;BAT 41Z08A2;1;pieces detachees;Depot;AMAT;*;;;;0;0;04/02/2014;  /  /    
VAN_F19;INSERT ADAPTER SUBASSEMBLY;BAT 41Z08A1;22;pieces detachees;Depot;AMAT;*;END 5500A;SWAGELOK;SS-4BK-K5;0;20;09/02/2016;  /  /    
VAN_F21;INSERT ADAPTER SUBASSEMBLY;BAT 41Z08A2;7;pieces detachees;Depot;AMAT;*;END 5500A;SWAGELOK;SS-8BK-K5;0;8;27/12/2010;  /  /    
VAN_F22;VANNE CLEANED TONC-2 HELIUM LEAK TESTED;BAT 41Z08A2;2;pieces detachees;Depot;AMAT;*;END 5500A;SWAGELOK;SS-4BK-1C;0;1;27/12/2010;  /  /    
VAN_F23;VANNE CLEANED TONC-2 HELIUM LEAK TESTED;BAT 41Z08A2;3;pieces detachees;Depot;AMAT;*;END 5500A;SWAGELOK;SS-6BK-MM-10;0;3;27/12/2010;  /  /    
